cruise,gis_station,area_swept,cpue,spno,species_name,sex,size,chela,shell_cond,egg_color,egg_cond,clutch,collection_comments,pcr_result,year,index_site,general_location,collected_by,dna_plate_no,dna_well_no,host_tissue,preservative,sample_status,c_v_h,vessel,haul,visual_positive,prioritization,dna_quant,ratio_260_280,nssu_pcr,faint_pos,no_valid_partitions,no_positive_partitions,copies_ul,maturity,start_date,mid_latitude,mid_longitude,bottom_depth,gear_temperature
201401,I-21,0.0144787055464095,132770.92305235215,20140794,Chionoecetes opilio,1,50,NA,2,NA,NA,NA,,0,2014,6,EBS,SAP,2,G8,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20140822,Chionoecetes opilio,1,53,NA,2,NA,NA,NA,,0,2014,6,EBS,SAP,2,E8,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141150,Chionoecetes opilio,2,44,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,D9,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141170,Chionoecetes opilio,2,46,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,D6,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141204,Chionoecetes opilio,2,48,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,E6,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141219,Chionoecetes opilio,2,49,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,E5,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141235,Chionoecetes opilio,2,50,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,H6,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141255,Chionoecetes opilio,2,51,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,D5,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141256,Chionoecetes opilio,2,51,NA,2,4,1,5,,0,2014,6,EBS,SAP,2,G7,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,1,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141257,Chionoecetes opilio,2,51,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,E9,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141268,Chionoecetes opilio,2,52,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,B9,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141281,Chionoecetes opilio,2,53,NA,2,4,1,5,,0,2014,6,EBS,SAP,2,C5,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,1,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141282,Chionoecetes opilio,2,53,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,H5,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141283,Chionoecetes opilio,2,53,NA,2,4,1,5,,0,2014,6,EBS,SAP,2,A7,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,1,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141287,Chionoecetes opilio,2,54,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,F5,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141294,Chionoecetes opilio,2,55,NA,2,4,1,5,,0,2014,6,EBS,SAP,2,F6,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,1,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141295,Chionoecetes opilio,2,55,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,G6,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141296,Chionoecetes opilio,2,55,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,B7,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141301,Chionoecetes opilio,2,55,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,C7,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141302,Chionoecetes opilio,2,55,NA,2,4,1,5,,0,2014,6,EBS,SAP,2,H7,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,1,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141303,Chionoecetes opilio,2,55,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,A8,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141304,Chionoecetes opilio,2,55,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,A9,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141305,Chionoecetes opilio,2,55,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,C9,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141306,Chionoecetes opilio,2,55,NA,2,4,1,5,,0,2014,6,EBS,SAP,2,F9,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,1,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141307,Chionoecetes opilio,2,55,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,G9,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141315,Chionoecetes opilio,2,56,NA,2,4,1,5,,0,2014,6,EBS,SAP,2,B6,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,1,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141316,Chionoecetes opilio,2,56,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,C6,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141317,Chionoecetes opilio,2,56,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,H8,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141321,Chionoecetes opilio,2,57,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,A6,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141322,Chionoecetes opilio,2,57,NA,2,4,1,5,,0,2014,6,EBS,SAP,2,D7,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,1,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141323,Chionoecetes opilio,2,57,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,E7,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141331,Chionoecetes opilio,2,58,NA,2,4,1,5,,0,2014,6,EBS,SAP,2,F7,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,1,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141332,Chionoecetes opilio,2,58,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,C8,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141337,Chionoecetes opilio,2,60,NA,2,4,1,5,,0,2014,6,EBS,SAP,2,D8,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,1,7102014,57.676,-170.29647,73,2.8
201401,I-21,0.0144787055464095,132770.92305235215,20141341,Chionoecetes opilio,2,67,NA,2,4,1,5,,0,2014,6,EBS,SAP,2,B8,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_125,94,125,NA,1,NA,NA,NA,NA,NA,NA,NA,1,7102014,57.676,-170.29647,73,2.8
201401,I-22,0.0143836352469348,2641.891242903836,20140795,Chionoecetes opilio,1,50,NA,2,NA,NA,NA,,0,2014,6,EBS,SAP,2,B12,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_127,94,127,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7112014,57.68529,-170.89409,86,3.4
201401,I-22,0.0143836352469348,2641.891242903836,20141059,Chionoecetes opilio,1,83,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,2,E12,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_127,94,127,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7112014,57.68529,-170.89409,86,3.4
201401,I-22,0.0143836352469348,2641.891242903836,20141108,Chionoecetes opilio,1,92,NA,2,NA,NA,NA,,0,2014,6,EBS,SAP,2,A12,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_127,94,127,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7112014,57.68529,-170.89409,86,3.4
201401,I-22,0.0143836352469348,2641.891242903836,20141112,Chionoecetes opilio,1,99,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,2,D12,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_127,94,127,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7112014,57.68529,-170.89409,86,3.4
201401,I-22,0.0143836352469348,2641.891242903836,20141133,Chionoecetes opilio,2,41,NA,2,0,0,0,,1,2014,6,EBS,SAP,2,F11,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_127,94,127,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7112014,57.68529,-170.89409,86,3.4
201401,I-22,0.0143836352469348,2641.891242903836,20141236,Chionoecetes opilio,2,50,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,F12,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_127,94,127,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7112014,57.68529,-170.89409,86,3.4
201401,I-22,0.0143836352469348,2641.891242903836,20141340,Chionoecetes opilio,2,64,NA,2,4,1,5,,0,2014,6,EBS,SAP,2,H11,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_127,94,127,NA,1,NA,NA,NA,NA,NA,NA,NA,1,7112014,57.68529,-170.89409,86,3.4
201401,I-22,0.0143836352469348,2641.891242903836,20141342,Chionoecetes opilio,2,67,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,D11,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_127,94,127,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7112014,57.68529,-170.89409,86,3.4
201401,I-22,0.0143836352469348,2641.891242903836,20141343,Chionoecetes opilio,2,68,NA,2,0,0,0,,0,2014,6,EBS,SAP,2,G11,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_127,94,127,NA,1,NA,NA,NA,NA,NA,NA,NA,0,7112014,57.68529,-170.89409,86,3.4
201401,I-22,0.0143836352469348,2641.891242903836,20141344,Chionoecetes opilio,2,68,NA,3,0,0,1,,0,2014,6,EBS,SAP,2,G12,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_127,94,127,NA,1,NA,NA,NA,NA,NA,NA,NA,1,7112014,57.68529,-170.89409,86,3.4
201401,I-22,0.0143836352469348,2641.891242903836,20141345,Chionoecetes opilio,2,72,NA,3,0,0,1,,0,2014,6,EBS,SAP,2,C12,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_127,94,127,NA,1,NA,NA,NA,NA,NA,NA,NA,1,7112014,57.68529,-170.89409,86,3.4
201401,I-22,0.0143836352469348,2641.891242903836,20141346,Chionoecetes opilio,2,74,NA,3,4,1,6,,0,2014,6,EBS,SAP,2,E11,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_94_127,94,127,NA,1,NA,NA,NA,NA,NA,NA,NA,1,7112014,57.68529,-170.89409,86,3.4
201401,I-23,0.01345381534398825,3196.1193832806894,20140971,Chionoecetes opilio,1,70,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,8,E8,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_135,162,135,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7132014,57.67772,-171.52348,100,3.1
201401,I-23,0.01345381534398825,3196.1193832806894,20140975,Chionoecetes opilio,1,71,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,8,A9,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_135,162,135,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7132014,57.67772,-171.52348,100,3.1
201401,I-23,0.01345381534398825,3196.1193832806894,20141018,Chionoecetes opilio,1,77,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,8,B8,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_135,162,135,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7132014,57.67772,-171.52348,100,3.1
201401,I-23,0.01345381534398825,3196.1193832806894,20141025,Chionoecetes opilio,1,78,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,8,G8,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_135,162,135,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7132014,57.67772,-171.52348,100,3.1
201401,I-23,0.01345381534398825,3196.1193832806894,20141034,Chionoecetes opilio,1,79,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,8,B9,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_135,162,135,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7132014,57.67772,-171.52348,100,3.1
201401,I-23,0.01345381534398825,3196.1193832806894,20141049,Chionoecetes opilio,1,81,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,8,A8,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_135,162,135,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7132014,57.67772,-171.52348,100,3.1
201401,I-23,0.01345381534398825,3196.1193832806894,20141050,Chionoecetes opilio,1,81,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,8,C8,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_135,162,135,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7132014,57.67772,-171.52348,100,3.1
201401,I-23,0.01345381534398825,3196.1193832806894,20141066,Chionoecetes opilio,1,83,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,8,H7,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_135,162,135,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7132014,57.67772,-171.52348,100,3.1
201401,I-23,0.01345381534398825,3196.1193832806894,20141073,Chionoecetes opilio,1,84,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,8,D8,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_135,162,135,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7132014,57.67772,-171.52348,100,3.1
201401,I-23,0.01345381534398825,3196.1193832806894,20141084,Chionoecetes opilio,1,86,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,8,F7,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_135,162,135,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7132014,57.67772,-171.52348,100,3.1
201401,I-23,0.01345381534398825,3196.1193832806894,20141092,Chionoecetes opilio,1,87,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,8,C9,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_135,162,135,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7132014,57.67772,-171.52348,100,3.1
201401,I-23,0.01345381534398825,3196.1193832806894,20141094,Chionoecetes opilio,1,88,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,8,G7,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_135,162,135,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7132014,57.67772,-171.52348,100,3.1
201401,I-23,0.01345381534398825,3196.1193832806894,20141102,Chionoecetes opilio,1,89,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,8,H8,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_135,162,135,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7132014,57.67772,-171.52348,100,3.1
201401,I-23,0.01345381534398825,3196.1193832806894,20141103,Chionoecetes opilio,1,89,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,8,D9,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_135,162,135,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7132014,57.67772,-171.52348,100,3.1
201401,I-23,0.01345381534398825,3196.1193832806894,20141111,Chionoecetes opilio,1,95,NA,5,NA,NA,NA,,0,2014,6,EBS,SAP,8,E7,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_135,162,135,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7132014,57.67772,-171.52348,100,3.1
201401,IH2120,0.0135613871595576,33256.184982680825,20140957,Chionoecetes opilio,1,69,NA,2,NA,NA,NA,,0,2014,6,EBS,SAP,6,A8,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_121,162,121,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7092014,57.50066,-169.968,69,2.7
201401,IH2120,0.0135613871595576,33256.184982680825,20140958,Chionoecetes opilio,1,69,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,6,A9,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_121,162,121,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7092014,57.50066,-169.968,69,2.7
201401,IH2120,0.0135613871595576,33256.184982680825,20140981,Chionoecetes opilio,1,72,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,6,E6,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_121,162,121,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7092014,57.50066,-169.968,69,2.7
201401,IH2120,0.0135613871595576,33256.184982680825,20140982,Chionoecetes opilio,1,72,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,6,A7,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_121,162,121,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7092014,57.50066,-169.968,69,2.7
201401,IH2120,0.0135613871595576,33256.184982680825,20140985,Chionoecetes opilio,1,73,NA,4,NA,NA,NA,,0,2014,6,EBS,SAP,6,D5,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_121,162,121,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7092014,57.50066,-169.968,69,2.7
201401,IH2120,0.0135613871595576,33256.184982680825,20140986,Chionoecetes opilio,1,73,NA,2,NA,NA,NA,,0,2014,6,EBS,SAP,6,E8,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_121,162,121,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7092014,57.50066,-169.968,69,2.7
201401,IH2120,0.0135613871595576,33256.184982680825,20141001,Chionoecetes opilio,1,75,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,6,C5,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_121,162,121,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7092014,57.50066,-169.968,69,2.7
201401,IH2120,0.0135613871595576,33256.184982680825,20141002,Chionoecetes opilio,1,75,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,6,A6,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_121,162,121,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7092014,57.50066,-169.968,69,2.7
201401,IH2120,0.0135613871595576,33256.184982680825,20141003,Chionoecetes opilio,1,75,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,6,F6,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_121,162,121,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7092014,57.50066,-169.968,69,2.7
201401,IH2120,0.0135613871595576,33256.184982680825,20141004,Chionoecetes opilio,1,75,NA,2,NA,NA,NA,,0,2014,6,EBS,SAP,6,B7,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_121,162,121,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7092014,57.50066,-169.968,69,2.7
201401,IH2120,0.0135613871595576,33256.184982680825,20141005,Chionoecetes opilio,1,75,NA,2,NA,NA,NA,,0,2014,6,EBS,SAP,6,C9,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_121,162,121,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7092014,57.50066,-169.968,69,2.7
201401,IH2120,0.0135613871595576,33256.184982680825,20141011,Chionoecetes opilio,1,76,NA,4,NA,NA,NA,,0,2014,6,EBS,SAP,6,B6,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_121,162,121,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7092014,57.50066,-169.968,69,2.7
201401,IH2120,0.0135613871595576,33256.184982680825,20141012,Chionoecetes opilio,1,76,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,6,C7,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_121,162,121,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7092014,57.50066,-169.968,69,2.7
201401,IH2120,0.0135613871595576,33256.184982680825,20141013,Chionoecetes opilio,1,76,NA,3,NA,NA,NA,,0,2014,6,EBS,SAP,6,F9,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_121,162,121,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7092014,57.50066,-169.968,69,2.7
201401,IH2120,0.0135613871595576,33256.184982680825,20141029,Chionoecetes opilio,1,79,NA,2,NA,NA,NA,,0,2014,6,EBS,SAP,6,H5,Leg muscle,"Frozen at sea, then transferred to 100% EtOH",Used Up/Thrown Away,201401_162_121,162,121,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7092014,57.50066,-169.968,69,2.7
